user_id,item_id,score,user_id_pair,pos,fake
2193,14555,0,[5402],[1.0],0
4959,11960,0,[2315],[-1.0],1
2824,7718,0,[4343],[1.0],0
4932,16723,1,[300],[-1.0],1
67,111,1,[4222],[1.0],0
45,12332,0,[4143],[-1.0],0
3049,12776,0,[4898],[-1.0],0
4463,14927,1,[919],[-1.0],1
6522,2128,0,[951],[1.0],1
4278,11925,1,[671],[-1.0],1
4465,7348,1,[152],[1.0],1
886,15409,1,[4232],[-1.0],0
92,15731,1,[4451],[1.0],0
4335,13820,1,[83],[-1.0],1
799,6495,0,[4196],[1.0],0
2827,7460,0,[5217],[-1.0],0
92,4016,1,[4451],[1.0],0
2681,6302,1,[5182],[-1.0],0
5629,1113,1,[759],[-1.0],1
4610,15004,0,[46],[-1.0],1
4241,6526,0,[2296],[-1.0],1
196,9563,1,[4735],[1.0],0
134,1510,1,[4935],[1.0],0
4721,12103,1,[11],[-1.0],1
4628,6318,1,[494],[-1.0],1
448,16109,1,[4570],[-1.0],0
939,2115,1,[5554],[1.0],0
4861,14349,1,[2148],[-1.0],1
1048,13382,0,[4543],[-1.0],0
670,9210,1,[4188],[1.0],0
474,13155,1,[4157],[-1.0],0
4594,14481,0,[1895],[1.0],1
4355,11246,1,[63],[-1.0],1
533,5683,0,[5341],[-1.0],0
2559,8734,1,[6458],[1.0],0
432,16414,0,[4433],[-1.0],0
5206,9772,1,[772],[-1.0],1
4627,1987,0,[469],[-1.0],1
4228,11476,1,[74],[-1.0],1
303,2597,0,[4819],[1.0],0
4694,1992,1,[451],[-1.0],1
118,182,1,[4833],[1.0],0
429,12351,1,[4715],[1.0],0
878,7395,1,[5132],[1.0],0
4135,15205,1,[437],[-1.0],1
6122,1225,0,[809],[1.0],1
5343,8370,0,[1920],[1.0],1
2385,9516,0,[5448],[1.0],0
4777,1922,1,[662],[-1.0],1
4383,5648,1,[103],[-1.0],1
5239,8690,0,[693],[-1.0],1
4445,16504,1,[37],[-1.0],1
4243,13479,1,[81],[-1.0],1
96,1329,1,[4772],[1.0],0
468,1437,1,[4251],[1.0],0
5130,7760,0,[2299],[-1.0],1
54,10256,1,[4431],[1.0],0
4180,10272,1,[111],[-1.0],1
5280,2610,1,[290],[-1.0],1
546,5708,1,[5828],[1.0],0
5802,6527,1,[651],[1.0],1
458,11504,1,[4518],[1.0],0
435,5828,1,[4740],[1.0],0
5120,12340,1,[220],[1.0],1
66,6461,1,[4384],[1.0],0
4702,2815,1,[110],[-1.0],1
4400,12909,1,[122],[-1.0],1
4271,6266,1,[485],[-1.0],1
6155,5706,1,[531],[1.0],1
1141,15118,1,[6032],[1.0],0
5043,5187,1,[430],[-1.0],1
4148,3382,0,[106],[1.0],1
4627,15026,0,[469],[-1.0],1
115,8249,1,[4768],[1.0],0
4683,2086,1,[441],[-1.0],1
445,14059,1,[4325],[-1.0],0
4661,12203,1,[2178],[-1.0],1
3588,15018,0,[6311],[1.0],0
510,6471,1,[4317],[1.0],0
97,277,1,[4190],[-1.0],0
4912,8189,0,[1432],[-1.0],1
6283,6552,1,[2215],[1.0],1
148,8157,1,[4488],[-1.0],0
4860,6494,1,[2727],[-1.0],1
4205,340,1,[71],[-1.0],1
4804,16485,1,[192],[-1.0],1
5821,7109,1,[2282],[-1.0],1
2873,12081,1,[5665],[1.0],0
4355,8938,1,[63],[-1.0],1
4626,4270,1,[42],[-1.0],1
719,5650,0,[4249],[-1.0],0
4475,8683,0,[147],[-1.0],1
4303,1277,1,[444],[-1.0],1
5201,12611,1,[756],[1.0],1
4315,10800,1,[6],[-1.0],1
5741,1217,0,[997],[-1.0],1
4319,11732,0,[869],[1.0],1
4218,5956,1,[108],[1.0],1
770,9219,0,[6431],[1.0],0
4903,7040,1,[521],[-1.0],1
483,5430,1,[4153],[-1.0],0
903,16475,0,[4349],[1.0],0
113,1487,1,[4699],[1.0],0
3583,14889,1,[5739],[1.0],0
74,4378,1,[4228],[1.0],0
5033,11978,1,[3064],[-1.0],1
5058,7449,1,[2725],[-1.0],1
5401,338,0,[615],[1.0],1
6612,3123,0,[1760],[-1.0],1
2078,5493,0,[6533],[-1.0],0
799,14614,1,[4196],[1.0],0
287,2909,0,[5304],[1.0],0
4326,16464,1,[88],[-1.0],1
6127,5672,0,[2513],[-1.0],1
120,15070,1,[4486],[1.0],0
4989,1593,1,[658],[-1.0],1
4210,5742,1,[694],[-1.0],1
4933,5450,0,[610],[-1.0],1
207,29,1,[5274],[1.0],0
4650,8111,0,[548],[-1.0],1
5631,13076,1,[3805],[-1.0],1
4452,13005,1,[676],[-1.0],1
137,15823,1,[4508],[1.0],0
5012,4693,1,[2100],[1.0],1
4788,10027,0,[514],[-1.0],1
2190,5751,1,[6197],[-1.0],0
4232,8792,0,[886],[1.0],1
442,15829,1,[4329],[1.0],0
5049,11658,1,[311],[-1.0],1
200,4486,1,[4950],[-1.0],0
4466,5529,0,[2328],[1.0],1
4588,9320,0,[797],[1.0],1
6265,10438,1,[2384],[1.0],1
94,11914,0,[4725],[1.0],0
931,6321,1,[4302],[-1.0],0
5243,3083,0,[1339],[1.0],1
4299,6462,1,[132],[-1.0],1
5752,8883,1,[292],[-1.0],1
4340,3721,1,[116],[-1.0],1
1039,14831,1,[5330],[1.0],0
479,4026,0,[4905],[-1.0],0
4331,9269,1,[511],[-1.0],1
4952,285,1,[597],[-1.0],1
9,6837,1,[4287],[1.0],0
4285,15827,0,[89],[-1.0],1
4366,13693,1,[497],[-1.0],1
6544,11913,1,[821],[-1.0],1
59,14793,1,[4348],[1.0],0
4271,5155,1,[485],[-1.0],1
4833,8390,0,[118],[-1.0],1
4369,7735,0,[104],[-1.0],1
4978,7308,0,[2360],[-1.0],1
4745,12645,1,[2705],[1.0],1
4168,6565,0,[619],[1.0],1
4178,4400,0,[69],[-1.0],1
68,7561,1,[4528],[1.0],0
78,9659,0,[4160],[-1.0],0
3139,12334,0,[4202],[1.0],0
4708,2062,0,[552],[-1.0],1
457,9207,1,[4394],[1.0],0
58,14804,1,[4875],[1.0],0
4395,5941,1,[2286],[-1.0],1
69,3075,1,[4178],[1.0],0
441,8246,1,[4683],[1.0],0
1032,15618,1,[5532],[1.0],0
4337,94,1,[133],[-1.0],1
5052,6020,1,[1009],[1.0],1
481,14899,1,[4139],[1.0],0
47,9996,1,[4696],[1.0],0
4703,10338,1,[2033],[1.0],1
427,13771,1,[4238],[1.0],0
5682,10232,1,[1576],[-1.0],1
132,8414,0,[4299],[1.0],0
4181,13464,0,[459],[-1.0],1
88,6064,1,[4326],[1.0],0
2184,13039,1,[5794],[1.0],0
2133,5934,1,[4815],[1.0],0
138,15025,1,[4367],[-1.0],0
4999,6620,1,[637],[1.0],1
4789,10285,1,[929],[-1.0],1
50,12918,1,[4147],[-1.0],0
5074,16525,0,[1064],[1.0],1
4195,1307,0,[114],[-1.0],1
489,5900,1,[4632],[1.0],0
2377,7088,1,[4553],[1.0],0
4375,13162,1,[436],[-1.0],1
5043,7831,1,[430],[-1.0],1
4201,13034,0,[473],[-1.0],1
4315,9849,1,[6],[-1.0],1
4355,15720,1,[63],[-1.0],1
6495,6262,1,[2642],[-1.0],1
2179,12185,1,[4730],[1.0],0
219,7885,1,[4888],[1.0],0
1036,15595,1,[4520],[1.0],0
231,10263,1,[5316],[1.0],0
732,8842,0,[6496],[1.0],0
1000,1208,1,[5895],[1.0],0
496,14106,1,[4234],[1.0],0
4752,12981,1,[2189],[-1.0],1
5679,6002,1,[2758],[1.0],1
2695,11791,1,[4167],[1.0],0
4624,5744,1,[1019],[1.0],1
4369,7714,1,[104],[-1.0],1
4774,13116,1,[2826],[-1.0],1
676,10300,1,[4452],[1.0],0
101,14063,0,[4419],[1.0],0
2957,12324,1,[6182],[1.0],0
5518,10911,0,[2666],[-1.0],1
4148,4385,0,[106],[1.0],1
4383,2745,0,[103],[-1.0],1
4326,7060,1,[88],[-1.0],1
2298,7737,0,[4550],[1.0],0
143,14716,1,[4849],[1.0],0
453,7830,1,[4560],[1.0],0
106,15429,0,[4148],[-1.0],0
4416,16106,1,[76],[-1.0],1
434,936,1,[5045],[1.0],0
6380,3859,0,[331],[-1.0],1
1863,3728,0,[5297],[-1.0],0
4615,8038,1,[509],[-1.0],1
4178,14596,1,[69],[-1.0],1
6565,28,0,[236],[-1.0],1
5225,8261,1,[2188],[-1.0],1
122,14677,1,[4400],[1.0],0
4133,907,1,[127],[1.0],1
4220,13079,1,[49],[-1.0],1
465,11427,0,[4358],[1.0],0
5328,6098,0,[2370],[-1.0],1
460,1941,1,[4567],[1.0],0
50,10846,1,[4147],[-1.0],0
20,10,1,[4934],[1.0],0
4245,8332,1,[2164],[-1.0],1
600,325,1,[5236],[1.0],0
6268,5712,0,[1446],[1.0],1
2213,7510,1,[5948],[-1.0],0
927,7514,0,[4871],[-1.0],0
4324,7892,0,[130],[-1.0],1
4710,9671,1,[33],[1.0],1
2293,11900,0,[5255],[1.0],0
4201,12681,1,[473],[-1.0],1
37,12629,1,[4445],[1.0],0
4396,652,0,[123],[1.0],1
4251,2447,1,[468],[-1.0],1
37,205,0,[4445],[1.0],0
2006,7838,0,[5465],[-1.0],0
451,951,1,[4694],[1.0],0
5329,11925,0,[2858],[1.0],1
4149,4293,1,[48],[-1.0],1
170,7657,1,[5037],[-1.0],0
4221,4343,1,[98],[-1.0],1
1040,8276,1,[4799],[1.0],0
4181,11069,1,[459],[-1.0],1
4335,9702,0,[83],[-1.0],1
4437,6686,1,[2779],[-1.0],1
2651,7410,1,[5396],[1.0],0
2813,12955,0,[4496],[-1.0],0
2390,5574,0,[5588],[1.0],0
4340,7725,0,[116],[-1.0],1
4229,14927,1,[495],[-1.0],1
5806,12544,1,[894],[-1.0],1
4454,13691,1,[93],[-1.0],1
3062,12484,1,[5168],[1.0],0
2695,7534,1,[4167],[1.0],0
4592,14908,0,[70],[-1.0],1
4172,15043,0,[2374],[-1.0],1
37,7690,1,[4445],[1.0],0
651,1072,1,[5802],[-1.0],0
4453,11272,1,[105],[-1.0],1
4939,11093,1,[1191],[-1.0],1
297,7561,0,[5540],[1.0],0
2298,11981,1,[4550],[1.0],0
877,17347,1,[4544],[1.0],0
4905,8370,0,[479],[1.0],1
1615,12003,1,[4129],[-1.0],0
89,11434,1,[4285],[1.0],0
4397,5449,1,[99],[1.0],1
5593,7941,1,[302],[-1.0],1
88,8356,0,[4326],[1.0],0
476,5599,1,[4482],[1.0],0
3966,14614,0,[6371],[-1.0],0
1424,13912,1,[6191],[-1.0],0
2990,14402,0,[6093],[1.0],0
2283,12075,0,[5269],[1.0],0
5458,12622,0,[2450],[-1.0],1
1081,1163,1,[5771],[-1.0],0
4329,3543,1,[442],[-1.0],1
831,8810,0,[5577],[-1.0],0
4344,6556,1,[82],[-1.0],1
2216,7718,0,[5338],[1.0],0
917,7343,1,[4891],[-1.0],0
291,16778,0,[4459],[-1.0],0
4712,12706,0,[743],[1.0],1
4593,9683,0,[159],[-1.0],1
2275,7898,0,[4311],[-1.0],0
167,4355,1,[5207],[-1.0],0
4235,3914,1,[135],[-1.0],1
4393,10914,1,[107],[-1.0],1
4735,5223,0,[196],[-1.0],1
99,7879,1,[4397],[-1.0],0
4137,5438,1,[55],[-1.0],1
1352,12908,1,[5102],[1.0],0
4355,16488,1,[63],[-1.0],1
5413,16095,0,[2970],[-1.0],1
4420,6010,1,[100],[-1.0],1
4592,4509,1,[70],[-1.0],1
144,4909,1,[4142],[1.0],0
4148,7984,0,[106],[1.0],1
437,4053,1,[4135],[1.0],0
836,11720,1,[4514],[1.0],0
2155,11689,0,[4283],[1.0],0
5891,8743,1,[847],[-1.0],1
4273,13708,1,[2099],[1.0],1
96,8307,1,[4772],[1.0],0
3417,9112,1,[5340],[1.0],0
4295,11560,0,[2943],[-1.0],1
4546,7714,1,[86],[-1.0],1
490,7910,1,[4504],[1.0],0
4222,7957,1,[67],[-1.0],1
4396,4526,0,[123],[1.0],1
4524,11805,0,[501],[-1.0],1
6009,11700,1,[3177],[-1.0],1
208,12918,1,[4174],[1.0],0
50,4446,0,[4147],[-1.0],0
634,5805,1,[5589],[1.0],0
447,14205,1,[4350],[1.0],0
6371,14522,0,[3966],[1.0],1
5806,11190,1,[894],[-1.0],1
625,6626,0,[5183],[-1.0],0
4420,959,1,[100],[-1.0],1
96,11379,1,[4772],[1.0],0
114,13964,0,[4195],[1.0],0
1132,15787,1,[5599],[-1.0],0
4826,431,1,[450],[-1.0],1
40,7773,1,[5419],[1.0],0
16,8158,1,[4490],[1.0],0
16,13470,0,[4490],[1.0],0
472,16562,0,[4387],[1.0],0
1746,4977,0,[6570],[-1.0],0
1047,9893,0,[5262],[-1.0],0
1131,9838,0,[5602],[1.0],0
696,5593,1,[4429],[-1.0],0
680,9957,1,[5242],[1.0],0
6062,14929,0,[1547],[-1.0],1
2873,12169,0,[5665],[1.0],0
4232,14824,1,[886],[1.0],1
4555,8815,1,[982],[-1.0],1
1338,12478,0,[4620],[-1.0],0
49,5548,1,[4220],[1.0],0
468,8802,1,[4251],[1.0],0
4148,16497,1,[106],[1.0],1
4751,14574,1,[874],[-1.0],1
5061,8169,0,[1435],[-1.0],1
2279,5603,0,[4381],[-1.0],0
4689,8831,1,[731],[1.0],1
2769,6996,0,[4936],[-1.0],0
139,8354,1,[4510],[1.0],0
1064,16481,0,[5074],[-1.0],0
6219,7406,0,[3020],[1.0],1
98,3911,0,[4221],[1.0],0
369,1574,1,[5932],[-1.0],0
1117,7713,1,[4158],[1.0],0
499,14669,1,[4263],[1.0],0
450,1750,0,[4826],[1.0],0
114,15821,1,[4195],[1.0],0
5225,12067,1,[2188],[-1.0],1
4646,12095,1,[3103],[1.0],1
871,7694,1,[4267],[1.0],0
5140,5616,0,[2236],[1.0],1
2240,5616,0,[5727],[-1.0],0
865,2561,1,[4866],[1.0],0
4807,15403,1,[112],[1.0],1
84,16496,0,[4327],[-1.0],0
4133,104,1,[127],[1.0],1
427,3051,1,[4238],[1.0],0
2498,5713,1,[4744],[1.0],0
4702,14970,1,[110],[-1.0],1
1033,1410,0,[4603],[1.0],0
2202,5470,1,[4658],[-1.0],0
4475,16667,1,[147],[-1.0],1
4387,2756,0,[472],[-1.0],1
5413,15900,1,[2970],[-1.0],1
4567,17022,1,[460],[-1.0],1
4301,1284,1,[467],[-1.0],1
436,14792,1,[4375],[1.0],0
4590,10344,0,[2313],[-1.0],1
129,13010,1,[4231],[-1.0],0
4220,11908,1,[49],[-1.0],1
4742,6813,1,[752],[-1.0],1
6283,6185,1,[2215],[1.0],1
4779,9130,0,[1007],[-1.0],1
4431,8802,1,[54],[-1.0],1
230,6866,1,[5057],[1.0],0
5214,7421,0,[1999],[1.0],1
5180,11937,1,[2359],[1.0],1
3096,12957,0,[6004],[1.0],0
799,3081,0,[4196],[1.0],0
2360,5722,0,[4978],[1.0],0
84,1039,1,[4327],[-1.0],0
114,14746,0,[4195],[1.0],0
4431,15737,1,[54],[-1.0],1
4340,8827,0,[116],[-1.0],1
4157,13511,1,[474],[1.0],1
2,1935,0,[4720],[-1.0],0
4454,7993,0,[93],[-1.0],1
1044,13094,0,[5165],[1.0],0
4838,8826,1,[888],[-1.0],1
475,4304,0,[4159],[1.0],0
5015,15091,1,[1024],[-1.0],1
470,6407,1,[4293],[1.0],0
4250,10,1,[62],[-1.0],1
5395,6482,1,[889],[-1.0],1
5468,8826,1,[3132],[-1.0],1
4366,16526,0,[497],[-1.0],1
114,11499,1,[4195],[1.0],0
2896,7313,0,[5356],[1.0],0
296,2863,1,[4636],[1.0],0
96,13403,1,[4772],[1.0],0
4179,4396,1,[491],[-1.0],1
40,12412,1,[5419],[1.0],0
4793,14804,1,[443],[-1.0],1
86,12036,0,[4546],[1.0],0
4772,13447,1,[96],[-1.0],1
430,14712,1,[5043],[1.0],0
2410,12016,0,[5409],[-1.0],0
4505,15799,1,[56],[1.0],1
2346,10047,1,[4746],[1.0],0
4416,12201,0,[76],[-1.0],1
5227,7353,1,[748],[-1.0],1
10,8826,0,[4424],[1.0],0
4493,2867,0,[222],[1.0],1
430,13787,1,[5043],[1.0],0
641,9297,0,[5248],[-1.0],0
4919,14191,1,[1412],[-1.0],1
4652,16500,1,[909],[1.0],1
1598,2891,1,[5984],[1.0],0
5279,166,0,[571],[-1.0],1
458,3855,0,[4518],[1.0],0
230,17290,1,[5057],[1.0],0
1043,10015,1,[4385],[-1.0],0
4781,5430,0,[1102],[1.0],1
5269,6034,1,[2283],[-1.0],1
1328,13355,0,[4925],[-1.0],0
4248,11229,0,[1045],[1.0],1
4460,13801,1,[431],[1.0],1
4454,8005,1,[93],[-1.0],1
487,5191,0,[4339],[1.0],0
492,14873,1,[4150],[1.0],0
6296,14774,0,[1939],[1.0],1
496,5592,1,[4234],[1.0],0
5537,8088,1,[673],[1.0],1
164,9865,1,[5636],[1.0],0
4740,14750,1,[435],[-1.0],1
6600,6043,1,[2592],[-1.0],1
5602,8680,1,[1131],[-1.0],1
5392,7260,1,[2147],[-1.0],1
4768,16100,1,[115],[-1.0],1
369,12913,0,[5932],[-1.0],0
642,14366,1,[5293],[1.0],0
39,7267,0,[4568],[-1.0],0
426,14600,0,[4352],[-1.0],0
156,7912,1,[5149],[-1.0],0
4696,15844,1,[47],[-1.0],1
4842,5521,0,[223],[-1.0],1
5403,12708,1,[1334],[-1.0],1
4962,12913,1,[2723],[-1.0],1
508,3906,1,[4894],[1.0],0
4377,14793,1,[124],[-1.0],1
4653,16405,1,[3603],[-1.0],1
2847,7110,1,[4541],[-1.0],0
516,1939,1,[5714],[1.0],0
4366,4016,1,[497],[-1.0],1
4568,483,1,[39],[1.0],1
4355,2071,1,[63],[-1.0],1
2724,11920,1,[4535],[1.0],0
495,14937,1,[4229],[1.0],0
5089,9261,1,[197],[-1.0],1
5490,12106,0,[2030],[-1.0],1
5974,10238,1,[3109],[-1.0],1
42,488,1,[4626],[1.0],0
4267,6192,1,[871],[-1.0],1
2634,6261,0,[4618],[1.0],0
5935,74,1,[368],[-1.0],1
4272,8532,1,[180],[-1.0],1
4561,12732,1,[754],[-1.0],1
437,16463,1,[4135],[1.0],0
1230,4349,1,[4266],[1.0],0
4204,11770,1,[2690],[-1.0],1
2145,8654,0,[5776],[-1.0],0
4301,8253,1,[467],[-1.0],1
68,14129,1,[4528],[1.0],0
466,1145,1,[4717],[-1.0],0
1023,11193,0,[4771],[1.0],0
5958,15239,1,[2967],[1.0],1
2943,11536,1,[4295],[1.0],0
756,208,1,[5201],[-1.0],0
118,8912,1,[4833],[1.0],0
59,7859,1,[4348],[1.0],0
4243,14033,0,[81],[-1.0],1
569,5565,0,[5565],[-1.0],0
507,5544,1,[4439],[1.0],0
5864,7386,1,[2223],[1.0],1
114,12783,1,[4195],[1.0],0
163,9841,1,[5555],[1.0],0
4399,4060,0,[2036],[1.0],1
902,16530,1,[4413],[1.0],0
743,4184,0,[4712],[-1.0],0
5078,10052,0,[984],[-1.0],1
91,7721,1,[4216],[-1.0],0
1581,2869,0,[5774],[-1.0],0
2817,7132,1,[5216],[-1.0],0
4174,13076,1,[208],[-1.0],1
4144,5475,1,[742],[-1.0],1
469,11509,0,[4627],[1.0],0
1176,15592,1,[4386],[1.0],0
4997,12000,0,[822],[1.0],1
4506,11355,0,[603],[-1.0],1
1994,5638,0,[4798],[-1.0],0
692,6651,1,[5875],[-1.0],0
9,10085,1,[4287],[1.0],0
307,17681,1,[4215],[-1.0],0
2942,7504,0,[6087],[-1.0],0
491,5137,0,[4179],[1.0],0
47,718,1,[4696],[1.0],0
302,2863,1,[5593],[1.0],0
4545,8731,1,[900],[1.0],1
5744,12906,1,[3137],[-1.0],1
4416,12409,1,[76],[-1.0],1
4340,15737,0,[116],[-1.0],1
6312,15825,0,[3589],[-1.0],1
1916,9994,1,[4379],[-1.0],0
1430,8125,1,[6367],[-1.0],0
4393,8256,1,[107],[-1.0],1
2127,5988,0,[5799],[-1.0],0
72,12345,1,[4563],[1.0],0
464,4024,0,[4193],[1.0],0
599,5723,1,[5208],[-1.0],0
4460,3074,1,[431],[1.0],1
3660,12322,1,[6012],[-1.0],0
4143,4223,1,[45],[1.0],1
4396,8876,1,[123],[1.0],1
4217,5444,1,[718],[-1.0],1
194,9695,0,[4233],[1.0],0
1023,5924,1,[4771],[1.0],0
4942,14965,1,[916],[-1.0],1
2675,6528,1,[6401],[1.0],0
4547,3083,1,[64],[-1.0],1
459,15429,0,[4181],[1.0],0
4850,7367,1,[2691],[-1.0],1
4196,6496,0,[799],[-1.0],1
2338,12127,0,[5644],[-1.0],0
5410,1166,0,[811],[1.0],1
4633,8525,0,[4],[-1.0],1
112,12354,1,[4807],[-1.0],0
4178,3916,1,[69],[-1.0],1
4047,15591,0,[4261],[-1.0],0
4212,7888,1,[471],[-1.0],1
3665,11964,1,[4821],[-1.0],0
4833,289,1,[118],[-1.0],1
4718,9765,0,[1514],[-1.0],1
6148,2987,1,[1133],[-1.0],1
4657,4913,1,[2098],[-1.0],1
5823,16047,0,[1396],[-1.0],1
222,16694,1,[4493],[-1.0],0
4433,13910,1,[432],[1.0],1
5693,12110,1,[2447],[-1.0],1
139,3892,1,[4510],[1.0],0
173,7695,1,[5135],[1.0],0
5201,12095,1,[756],[1.0],1
2685,12013,1,[4440],[1.0],0
5021,7095,1,[1244],[1.0],1
436,5041,1,[4375],[1.0],0
3358,12922,1,[6456],[-1.0],0
1169,15200,1,[4468],[1.0],0
119,243,1,[4857],[1.0],0
5854,9894,0,[2546],[1.0],1
4882,8191,1,[646],[1.0],1
4,7663,0,[4633],[1.0],0
4323,8021,1,[488],[-1.0],1
4659,15725,1,[1],[-1.0],1
52,10708,0,[4947],[1.0],0
52,9203,1,[4947],[1.0],0
4546,9692,0,[86],[-1.0],1
5057,7493,0,[230],[-1.0],1
5095,12581,1,[2823],[-1.0],1
3362,14864,0,[5001],[1.0],0
2372,7857,0,[5161],[-1.0],0
4696,5059,1,[47],[-1.0],1
126,1278,0,[4338],[1.0],0
120,2508,0,[4486],[1.0],0
3568,16564,0,[5228],[-1.0],0
917,14858,1,[4891],[-1.0],0
2312,8257,1,[5911],[1.0],0
4751,10302,1,[874],[-1.0],1
5197,13916,1,[1427],[-1.0],1
135,4016,0,[4235],[1.0],0
4867,16503,1,[1494],[1.0],1
4868,9669,1,[638],[-1.0],1
4466,13060,0,[2328],[1.0],1
138,11998,1,[4367],[-1.0],0
507,7461,1,[4439],[1.0],0
152,6908,0,[4465],[-1.0],0
4397,11521,1,[99],[1.0],1
2920,7394,1,[5683],[1.0],0
4303,2786,1,[444],[-1.0],1
4416,170,0,[76],[-1.0],1
614,5685,1,[4410],[1.0],0
4624,15097,0,[1019],[1.0],1
4328,13909,1,[428],[-1.0],1
6380,110,1,[331],[-1.0],1
96,8255,0,[4772],[1.0],0
6452,1369,0,[1112],[-1.0],1
5666,7688,1,[161],[-1.0],1
2098,5237,1,[4657],[1.0],0
4303,8299,1,[444],[-1.0],1
4882,4322,1,[646],[1.0],1
42,11975,1,[4626],[1.0],0
127,3897,1,[4133],[-1.0],0
50,13663,1,[4147],[-1.0],0
3118,7905,1,[5146],[-1.0],0
16,13437,1,[4490],[1.0],0
453,11480,1,[4560],[1.0],0
4887,2986,0,[181],[-1.0],1
2174,10340,1,[4656],[1.0],0
4486,2491,1,[120],[-1.0],1
501,14793,1,[4524],[1.0],0
454,15721,1,[4515],[-1.0],0
458,4021,1,[4518],[1.0],0
6014,2958,1,[1184],[1.0],1
4490,3910,0,[16],[-1.0],1
5643,2198,0,[1065],[1.0],1
3416,9231,1,[6580],[-1.0],0
6309,2966,1,[1560],[-1.0],1
637,5452,0,[4999],[-1.0],0
4437,6967,1,[2779],[-1.0],1
4461,362,0,[699],[1.0],1
1339,8360,0,[5243],[-1.0],0
2685,13030,1,[4440],[1.0],0
2206,10343,0,[5286],[1.0],0
4647,4379,1,[661],[-1.0],1
431,1922,1,[4460],[-1.0],0
1019,8063,1,[4624],[-1.0],0
6026,5682,1,[735],[-1.0],1
705,2123,1,[4538],[-1.0],0
1013,15527,1,[5922],[1.0],0
309,17718,0,[5785],[1.0],0
64,5048,1,[4547],[1.0],0
4857,13826,1,[119],[-1.0],1
4771,5589,0,[1023],[-1.0],1
437,16562,1,[4135],[1.0],0
299,16298,0,[4946],[-1.0],0
5658,6090,1,[635],[-1.0],1
5061,8112,1,[1435],[-1.0],1
5491,12001,1,[678],[-1.0],1
2280,12975,0,[4559],[1.0],0
4277,2024,0,[449],[-1.0],1
4702,264,1,[110],[-1.0],1
1573,2824,0,[4637],[-1.0],0
437,2459,0,[4135],[1.0],0
4817,5705,0,[598],[1.0],1
4163,575,0,[891],[1.0],1
1321,2993,1,[4980],[1.0],0
4627,7736,0,[469],[-1.0],1
497,54,0,[4366],[1.0],0
289,8170,1,[5386],[-1.0],0
5864,11942,0,[2223],[1.0],1
5372,5611,1,[1995],[1.0],1
4156,15439,1,[3167],[1.0],1
1916,8155,1,[4379],[-1.0],0
470,6005,1,[4293],[1.0],0
6159,5494,0,[2367],[-1.0],1
4419,2437,1,[101],[-1.0],1
4568,10034,0,[39],[1.0],1
3621,15783,1,[4449],[1.0],0
98,16549,1,[4221],[1.0],0
4183,12312,1,[498],[-1.0],1
4490,1441,1,[16],[-1.0],1
2284,7732,1,[4969],[-1.0],0
476,7510,1,[4482],[1.0],0
4256,14984,1,[1080],[1.0],1
1333,8369,0,[5261],[-1.0],0
62,1645,1,[4250],[1.0],0
494,4002,0,[4628],[1.0],0
102,4076,0,[4298],[-1.0],0
4301,15938,1,[467],[-1.0],1
855,9152,1,[4643],[-1.0],0
444,9648,1,[4303],[1.0],0
4204,8262,1,[2690],[-1.0],1
2142,8645,0,[5796],[-1.0],0
4628,5019,1,[494],[-1.0],1
4532,14367,0,[667],[1.0],1
885,15922,1,[4987],[-1.0],0
299,10253,1,[4946],[-1.0],0
4335,12981,0,[83],[-1.0],1
39,6583,0,[4568],[-1.0],0
4323,454,1,[488],[-1.0],1
4383,7625,1,[103],[-1.0],1
173,9841,1,[5135],[1.0],0
917,8091,0,[4891],[-1.0],0
2275,5707,1,[4311],[-1.0],0
4457,14017,0,[500],[-1.0],1
454,17550,0,[4515],[-1.0],0
4779,7432,1,[1007],[-1.0],1
4694,2815,1,[451],[-1.0],1
2952,12533,1,[4853],[1.0],0
4936,11998,0,[2769],[1.0],1
6200,5954,1,[2379],[-1.0],1
4254,12484,1,[930],[1.0],1
2961,10226,1,[5848],[-1.0],0
6592,12673,1,[3368],[-1.0],1
6443,12145,0,[2326],[-1.0],1
5662,2938,0,[1582],[1.0],1
137,3868,0,[4508],[1.0],0
5658,5681,1,[635],[-1.0],1
4192,16268,1,[61],[1.0],1
5199,10419,1,[2207],[-1.0],1
6288,14452,0,[3954],[-1.0],1
4194,14761,0,[456],[1.0],1
4328,878,0,[428],[-1.0],1
300,8815,1,[4932],[1.0],0
5891,927,0,[847],[-1.0],1
7,7390,1,[4474],[1.0],0
458,10390,1,[4518],[1.0],0
782,13130,0,[4130],[1.0],0
4238,4919,1,[427],[-1.0],1
2654,11930,0,[4477],[-1.0],0
4385,13957,0,[1043],[1.0],1
4875,978,1,[58],[-1.0],1
4340,8127,0,[116],[-1.0],1
126,14024,0,[4338],[1.0],0
5652,7038,0,[2303],[-1.0],1
2216,12063,1,[5338],[1.0],0
4166,1468,1,[154],[-1.0],1
922,14806,1,[6253],[-1.0],0
4378,5555,1,[746],[1.0],1
4454,11804,1,[93],[-1.0],1
2626,12948,1,[4226],[1.0],0
4486,2790,1,[120],[-1.0],1
2968,14727,0,[5060],[1.0],0
928,13357,1,[6349],[-1.0],0
4891,14579,1,[917],[1.0],1
886,14559,0,[4232],[-1.0],0
66,2724,1,[4384],[1.0],0
